Match,Score,Position,Win,Actor_Loss,Critic_Loss
674,0.0,4,0,0.1049,0.2112
675,0.5807,2,0,0.0986,0.2215
676,0.1498,3,0,0.0776,0.2133
677,0.4722,2,0,0.1263,0.1668
678,0.0823,4,0,0.1098,0.2238
679,0.7295,1,1,0.0605,0.2332
680,0.1106,3,0,0.1164,0.2201
681,0.0388,4,0,0.1378,0.2341
682,0.1563,3,0,0.0884,0.2277
683,0.1836,3,0,0.1,0.1833
684,0.8245,1,1,0.1229,0.2154
685,0.2787,3,0,0.0627,0.2275
686,0.8206,1,1,0.103,0.2166
687,0.9049,1,1,0.1205,0.1786
688,0.762,1,1,0.1021,0.2597
689,0.3379,3,0,0.0872,0.1935
690,0.8094,1,1,0.088,0.185
691,0.1395,3,0,0.0805,0.2232
692,0.9579,1,1,0.0999,0.2121
693,0.4234,2,0,0.1335,0.2393
694,0.4967,2,0,0.1594,0.2471
695,0.3149,3,0,0.1127,0.2421
696,0.8011,1,1,0.1272,0.2201
697,0.1021,4,0,0.0928,0.2364
698,0.087,3,0,0.0696,0.1727
699,0.5028,2,0,0.1483,0.252
700,0.6982,1,1,0.0992,0.2066
701,0.8736,1,1,0.1253,0.2775
702,0.0779,4,0,0.1139,0.2518
703,0.5206,2,0,0.1304,0.2118
704,0.0516,4,0,0.1295,0.218
705,0.0241,4,0,0.1157,0.2526
706,0.7608,1,1,0.1178,0.1489
707,0.7072,2,0,0.1341,0.2116
708,0.1677,4,0,0.1015,0.2671
709,0.2579,3,0,0.1406,0.241
710,0.5065,2,0,0.0951,0.1902
711,0.1575,3,0,0.1106,0.2244
712,0.2258,3,0,0.1215,0.1854
713,0.5865,2,0,0.0762,0.2041
714,0.1461,3,0,0.1362,0.224
715,0.5272,2,0,0.1179,0.229
716,0.1339,3,0,0.1743,0.2352
717,0.6803,2,0,0.1497,0.25
718,0.9248,1,1,0.1077,0.1769
719,0.068,4,0,0.1434,0.2131
720,0.9882,1,1,0.1245,0.1865
721,0.7791,1,1,0.112,0.1997
722,0.9864,1,1,0.074,0.1887
723,0.3985,3,0,0.0786,0.226
724,0.0,4,0,0.1069,0.2423
725,0.0163,4,0,0.0968,0.2436
726,0.7399,1,1,0.111,0.1769
727,0.0205,4,0,0.1338,0.206
728,0.7743,1,1,0.1235,0.1754
729,0.9055,1,1,0.0921,0.1741
730,0.0944,4,0,0.1243,0.1889
731,0.0762,4,0,0.0874,0.2187
732,0.7184,1,1,0.0827,0.2237
733,0.0478,4,0,0.113,0.2274
734,0.3627,3,0,0.0889,0.2252
735,0.9425,1,1,0.0922,0.1817
736,0.6998,2,0,0.1247,0.2423
737,0.7575,1,1,0.1178,0.2306
738,0.7437,1,1,0.0971,0.1938
739,0.8781,1,1,0.0718,0.1946
740,0.0418,4,0,0.0895,0.1858
741,0.63,2,0,0.1429,0.1665
742,0.1685,3,0,0.1232,0.2249
743,0.1984,3,0,0.1322,0.2293
744,0.3805,3,0,0.1087,0.1765
745,0.2591,3,0,0.0964,0.167
746,0.1222,3,0,0.1213,0.1756
747,0.231,3,0,0.1287,0.2067
748,0.8148,1,1,0.0933,0.1616
749,0.0,4,0,0.0885,0.2366
750,0.4482,2,0,0.0722,0.2345
751,0.8026,1,1,0.0877,0.2149
752,0.737,1,1,0.1156,0.2261
753,0.0113,4,0,0.0902,0.2033
754,0.0798,3,0,0.1206,0.2152
755,0.1359,3,0,0.1411,0.1619
756,0.7586,1,1,0.1021,0.2423
757,0.7528,1,1,0.1012,0.1857
758,0.745,1,1,0.1123,0.1962
759,0.1915,3,0,0.0897,0.2743
760,0.0972,4,0,0.0881,0.1928
761,0.2348,3,0,0.0885,0.2213
762,0.7565,1,1,0.0778,0.2143
763,0.7401,1,1,0.1186,0.1585
764,0.8806,1,1,0.0905,0.1682
765,0.2569,3,0,0.1225,0.259
766,0.071,4,0,0.1107,0.215
767,0.0385,4,0,0.0995,0.1968
768,0.8633,1,1,0.116,0.181
769,0.872,1,1,0.0808,0.2064
770,0.1569,3,0,0.0839,0.2089
771,0.1828,3,0,0.1136,0.203
772,0.0112,4,0,0.0553,0.228
773,0.2461,3,0,0.0994,0.1696
774,0.826,1,1,0.1107,0.1653
775,0.2541,3,0,0.125,0.2263
776,0.9259,1,1,0.1289,0.2581
777,0.5938,2,0,0.0959,0.2197
778,0.8506,1,1,0.1137,0.2331
779,0.6258,2,0,0.0821,0.1916
780,0.6632,1,1,0.0892,0.2016
781,0.409,3,0,0.1253,0.2009
782,0.1337,4,0,0.097,0.1914
783,0.1437,4,0,0.1008,0.2351
784,0.0885,4,0,0.0768,0.2259
785,0.1751,3,0,0.1058,0.1802
786,0.4781,2,0,0.1123,0.1425
787,0.9403,1,1,0.1115,0.1897
788,0.5817,2,0,0.0727,0.1567
789,0.7696,1,1,0.1168,0.1918
790,0.9604,1,1,0.0767,0.1585
791,0.0182,4,0,0.096,0.2282
792,0.8336,1,1,0.064,0.2108
793,0.5881,2,0,0.0926,0.2098
794,0.0011,4,0,0.076,0.2219
795,0.4541,2,0,0.087,0.2011
796,0.9577,1,1,0.097,0.2055
797,0.1441,4,0,0.1122,0.2319
798,0.0445,4,0,0.1114,0.1846
799,0.0232,4,0,0.0486,0.2065
800,0.754,1,1,0.1088,0.1565
801,0.5415,2,0,0.0992,0.1902
802,0.9074,1,1,0.0838,0.2553
803,0.7397,1,1,0.0772,0.2117
804,0.7718,1,1,0.0935,0.1844
805,0.7499,1,1,0.0992,0.1946
806,0.8412,1,1,0.102,0.1858
807,0.5014,2,0,0.0904,0.1931
808,0.4232,2,0,0.0437,0.1739
809,0.2228,3,0,0.0841,0.2005
810,0.0718,4,0,0.0702,0.2013
811,0.0833,4,0,0.1349,0.1853
812,0.0,4,0,0.0948,0.1891
813,0.0,4,0,0.1083,0.1948
814,0.912,1,1,0.1061,0.1685
815,0.0586,4,0,0.0995,0.1986
816,0.9585,1,1,0.0848,0.2072
817,0.0304,4,0,0.0821,0.2275
818,0.8142,1,1,0.0525,0.1928
819,0.9444,1,1,0.0956,0.1664
820,0.4423,3,0,0.0986,0.1797
821,0.0701,4,0,0.0915,0.1482
822,0.3323,3,0,0.0952,0.2041
823,0.5635,2,0,0.0681,0.1202
824,0.9381,1,1,0.0862,0.2125
825,0.978,1,1,0.079,0.2159
826,0.5828,2,0,0.1052,0.0933
827,0.1527,3,0,0.0925,0.2193
828,0.2609,3,0,0.0788,0.2116
829,0.4579,2,0,0.0883,0.1718
830,0.9817,1,1,0.0706,0.1445
831,0.0477,4,0,0.0847,0.1549
832,0.273,3,0,0.1028,0.157
833,0.609,2,0,0.0643,0.219
834,0.0,4,0,0.0896,0.1658
835,0.8342,1,1,0.0757,0.2062
836,0.4353,2,0,0.064,0.175
837,0.9775,1,1,0.1278,0.1801
838,0.7448,1,1,0.1154,0.1311
839,0.0536,4,0,0.0783,0.1436
840,0.0044,4,0,0.0843,0.2166
841,0.6837,1,1,0.0496,0.1728
842,0.7716,1,1,0.058,0.1863
843,0.8171,1,1,0.0672,0.2312
844,0.4836,2,0,0.089,0.173
845,0.7599,1,1,0.0872,0.171
846,0.6516,2,0,0.096,0.2125
847,0.7943,1,1,0.1029,0.1764
848,0.9367,1,1,0.0947,0.1854
849,0.4559,2,0,0.0674,0.2055
850,0.7792,1,1,0.0954,0.1753
851,0.4849,2,0,0.1015,0.1987
852,0.7014,1,1,0.0802,0.1714
853,0.2472,3,0,0.0517,0.2041
854,0.6686,1,1,0.1122,0.187
855,0.1097,4,0,0.0901,0.1674
856,0.8848,1,1,0.0328,0.1761
857,0.6273,2,0,0.1295,0.1004
858,0.0,4,0,0.0784,0.2093
859,0.0218,4,0,0.1367,0.1356
860,1.0,1,1,0.0953,0.1409
861,0.1671,3,0,0.0836,0.1596
862,0.2728,3,0,0.0912,0.1187
863,0.408,2,0,0.0733,0.1863
864,0.6771,1,1,0.0886,0.1829
865,0.3511,3,0,0.1274,0.1572
866,0.2083,3,0,0.0691,0.1513
867,0.0862,4,0,0.0977,0.1506
868,0.1999,3,0,0.0725,0.1896
869,0.084,4,0,0.0834,0.1231
870,0.3954,3,0,0.1262,0.1584
871,0.9273,1,1,0.0971,0.1246
872,0.679,1,1,0.1014,0.1933
873,0.6226,2,0,0.0878,0.1599
874,0.2571,3,0,0.1401,0.1862
875,0.8646,1,1,0.0671,0.207
876,0.656,2,0,0.0544,0.2073
877,0.8506,1,1,0.1196,0.1385
878,0.6703,2,0,0.0782,0.1782
879,0.4262,2,0,0.0939,0.2023
880,0.3422,3,0,0.1199,0.1893
881,0.9931,1,1,0.094,0.1921
882,0.535,2,0,0.13,0.1145
883,0.2127,3,0,0.088,0.1882
884,0.4779,2,0,0.071,0.1438
885,0.7855,1,1,0.038,0.1873
886,0.8344,1,1,0.091,0.1864
887,0.6481,2,0,0.0401,0.1846
888,0.0902,3,0,0.0912,0.1634
889,0.7565,1,1,0.1138,0.206
890,0.1659,3,0,0.0842,0.1816
891,0.3253,3,0,0.0882,0.1757
892,0.1637,3,0,0.1026,0.1378
893,0.9837,1,1,0.0976,0.1775
894,0.0321,4,0,0.1073,0.2248
895,0.802,1,1,0.0836,0.1235
896,0.2047,3,0,0.0389,0.1869
897,0.448,2,0,0.1073,0.1905
898,0.8308,1,1,0.0789,0.2163
899,0.1203,4,0,0.066,0.1861
900,0.4224,2,0,0.0902,0.1645
901,0.9127,1,1,0.0871,0.1766
902,0.8496,1,1,0.0683,0.1557
903,0.8699,1,1,0.0575,0.2001
904,0.7979,1,1,0.0925,0.1168
905,0.9918,1,1,0.066,0.1484
906,0.0656,4,0,0.0852,0.1763
907,0.1464,3,0,0.0903,0.1978
908,1.0,1,1,0.1021,0.162
909,0.5426,2,0,0.125,0.1388
910,0.733,1,1,0.0873,0.1557
911,0.8627,1,1,0.0739,0.1508
912,0.0,4,0,0.1155,0.152
913,0.957,1,1,0.1032,0.1484
914,0.0856,3,0,0.0855,0.1482
915,0.1041,4,0,0.0868,0.1096
916,0.7663,1,1,0.0825,0.1698
917,0.4624,2,0,0.0851,0.1809
918,0.0543,4,0,0.0797,0.2054
919,0.3799,3,0,0.0622,0.186
920,0.72,1,1,0.0817,0.1843
921,0.7587,1,1,0.1166,0.1687
922,0.8519,1,1,0.065,0.1067
923,0.9245,1,1,0.0759,0.1678
924,0.2849,3,0,0.0633,0.1626
925,0.9489,1,1,0.1042,0.1899
926,0.8505,1,1,0.0976,0.1759
927,0.0214,4,0,0.0553,0.1547
928,0.3705,3,0,0.0404,0.2172
929,0.6542,1,1,0.098,0.1837
930,0.9056,1,1,0.0538,0.1682
931,1.0,1,1,0.0971,0.1715
932,0.9067,1,1,0.0677,0.1595
933,0.5081,2,0,0.0943,0.158
934,0.8053,1,1,0.0891,0.0922
935,0.3408,3,0,0.0694,0.1296
936,0.582,2,0,0.0625,0.1407
937,0.787,1,1,0.0915,0.1702
938,0.0625,4,0,0.066,0.1069
939,0.9823,1,1,0.102,0.1407
940,0.5301,2,0,0.0631,0.1366
941,0.1333,4,0,0.0866,0.1594
942,0.1375,3,0,0.0717,0.1693
943,0.1021,4,0,0.0796,0.1362
944,0.0285,4,0,0.0654,0.1381
945,0.6679,2,0,0.0757,0.1348
946,0.9594,1,1,0.028,0.1433
947,0.0035,4,0,0.0628,0.1533
948,0.6603,2,0,0.0673,0.1941
949,0.6062,2,0,0.0775,0.124
950,0.9117,1,1,0.1047,0.2068
951,0.0929,3,0,0.0648,0.117
952,0.8926,1,1,0.1069,0.1825
953,0.6906,1,1,0.0614,0.1394
954,0.0,4,0,0.0563,0.1262
955,0.0839,4,0,0.0407,0.1928
956,0.7537,1,1,0.0905,0.1556
957,0.8819,1,1,0.08,0.1543
958,0.8515,1,1,0.0891,0.1445
959,0.0437,4,0,0.0807,0.1351
960,0.1451,4,0,0.0778,0.1471
961,0.3176,3,0,0.0836,0.0554
962,0.2431,3,0,0.1209,0.0964
963,0.1428,4,0,0.0683,0.1636
964,0.9979,1,1,0.1187,0.1872
965,0.0612,4,0,0.0946,0.1924
966,0.709,1,1,0.0848,0.1226
967,0.8054,1,1,0.0885,0.1569
968,0.0934,4,0,0.0134,0.0852
969,0.8616,1,1,0.072,0.1402
970,0.0,4,0,0.0638,0.1753
971,0.7738,1,1,0.1193,0.1499
972,0.0,4,0,0.0702,0.1403
973,0.1379,3,0,0.0763,0.1497
974,0.9434,1,1,0.0759,0.1884
975,0.637,2,0,0.0506,0.1424
976,0.9413,1,1,0.0655,0.1517
977,0.3238,3,0,0.0929,0.195
978,0.7139,2,0,0.0339,0.1424
979,0.0533,4,0,0.0827,0.0999
980,0.442,2,0,0.0583,0.1899
981,0.4822,2,0,0.1023,0.1792
982,0.9161,1,1,0.0841,0.082
983,0.7232,1,1,0.0457,0.1444
984,0.9342,1,1,0.0677,0.1475
985,1.0,1,1,0.085,0.1891
986,0.6092,2,0,0.0698,0.1474
987,0.8803,1,1,0.0787,0.1526
988,0.1028,4,0,0.0753,0.1534
989,0.995,1,1,0.093,0.1333
990,0.0767,4,0,0.0844,0.1861
991,0.8012,1,1,0.0745,0.1232
992,0.8953,1,1,0.0758,0.1323
993,0.9073,1,1,0.0537,0.1465
994,1.0,1,1,0.1046,0.1064
995,0.7508,1,1,0.1344,0.1993
996,0.9425,1,1,0.0685,0.1461
997,0.4188,2,0,0.076,0.1707
998,0.1415,3,0,0.0953,0.1171
999,0.37,3,0,0.0951,0.167
